chart_name,description,category,tags,popularity,version,verified_publisher,developer,repository_url,license_type,rating_count,popularity_scaled,rating_count_scaled,popularity_category,text_combined,topic_1,topic_2,topic_3,topic_4,topic_5
redis-pod-labeler,Labelling redis pods as master/slave periodically checking its status,"Topic 2: Ingress, Controller, GitHub","hmdmph, helm_charts, uncategorized, redis, hmdmph.github.io, pods, labelling",2,1.0.2,FALSE,hmdmph,https://hmdmph.github.io/helm-charts,Unknown,0,0.002134471718,0,0,"Labelling redis pods as master/slave periodically checking its status hmdmph, helm_charts, uncategorized, redis, hmdmph.github.io, pods, labelling",0.06175571132,0.753941168,0.06193422054,0.06112036384,0.06124853627
reg-server,Docker registry v2 static UI server.,"Topic 2: Ingress, Controller, GitHub","v2, helm_charts, uncategorized, registry, docker, halkeye",2,0.1.0,FALSE,halkeye,https://halkeye.github.io/helm-charts/,Unknown,0,0.002134471718,0,0,"Docker registry v2 static UI server. v2, helm_charts, uncategorized, registry, docker, halkeye",0.05547176237,0.4379898578,0.05577438967,0.05986766393,0.3908963262
release,"This plugin will use environment variables and git history to divine the next chart version.
It will also optionally update the image tag in the values.yaml file.","Topic 5: Policies, Kyverno, Modules","will, release, uncategorized, this, helm_release, plugin, sstarcher",2,0.3.3,FALSE,release,https://github.com/sstarcher/helm-release,Apache-2.0,0,0.002134471718,0,0,"This plugin will use environment variables and git history to divine the next chart version.
It will also optionally update the image tag in the values.yaml file. will, release, uncategorized, this, helm_release, plugin, sstarcher",0.04476141563,0.0490406889,0.04529892038,0.05692116615,0.8039778089
resource-capacity,"Provides an overview of resource requests, limits, and utilization",Ingress Controller,"krew-index, an, ingress controller, overview, provides, krew_index, kubernetes_sigs",2,0.8.0,FALSE,krew-index,https://github.com/kubernetes-sigs/krew-index,Unknown,0,0.002134471718,0,0,"Provides an overview of resource requests, limits, and utilization krew-index, an, ingress controller, overview, provides, krew_index, kubernetes_sigs",0.05073350151,0.6000004377,0.0501396383,0.05001427651,0.249112146
rke2-multus,Multus Helm chart for Kubernetes,"Topic 1: Operator, Cluster, Management","rke2-charts, rke2_charts.rancher.io, multus, uncategorized",2,4.1.400,FALSE,rke2-charts,https://rke2-charts.rancher.io/,Unknown,0,0.002134471718,0,0,"Multus Helm chart for Kubernetes rke2-charts, rke2_charts.rancher.io, multus, uncategorized",0.7407205057,0.06440167265,0.06438044574,0.06744847645,0.0630488995
rocketmq,A Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","gin, uncategorized",2,1.1.0,FALSE,gin,https://fallenangelblog.github.io/charts/,Unknown,0,0.002134471718,0,0,"A Helm chart for Kubernetes gin, uncategorized",0.068002098,0.06789165478,0.06793128478,0.7287582414,0.06741672106
rocketmq-cluster,RocketMQ Helm chart,"Topic 4: Helm, Chart, Kubernetes","helm_charts.itboon.top, rocketmq, uncategorized",2,12.3.2,FALSE,rocketmq,https://helm-charts.itboon.top/rocketmq,Unknown,0,0.002134471718,0,0,"RocketMQ Helm chart helm_charts.itboon.top, rocketmq, uncategorized",0.06831885578,0.06871830644,0.06879449968,0.7263677677,0.06780057042
Rook,Falco rules for securing Rook,"Topic 2: Ingress, Controller, GitHub","for, resources, uncategorized, security-hub, rules, falco",2,1.0.0,FALSE,security-hub,https://github.com/falcosecurity/cloud-native-security-hub/resources/falco,Unknown,0,0.002134471718,0,0,"Falco rules for securing Rook for, resources, uncategorized, security-hub, rules, falco",0.06070577142,0.7568982596,0.06065492444,0.06067143372,0.06106961081
room-assistant,A companion client for Home Assistant to handle sensors in multiple rooms.,Secrets Management,"client, helm_charts, halkeye, secrets management, companion",2,0.1.0,FALSE,halkeye,https://halkeye.github.io/helm-charts/,Unknown,0,0.002134471718,0,0,"A companion client for Home Assistant to handle sensors in multiple rooms. client, helm_charts, halkeye, secrets management, companion",0.05503563007,0.0554429234,0.05374021464,0.7817975376,0.05398369425
rsyslog,A syslog server for cluster wide logging with log rotation,"Topic 4: Helm, Chart, Kubernetes","server, rsyslog, cluster, uncategorized, syslog",2,0.1.1,FALSE,rsyslog,https://lawesson.github.io/rsyslog-server/charts/,Unknown,0,0.002134471718,0,0,"A syslog server for cluster wide logging with log rotation server, rsyslog, cluster, uncategorized, syslog",0.4005011387,0.06182179653,0.06132289231,0.4151620026,0.06119216981
rustrial-aws-eks-iam-auth-controller,Kubernetes operator which consolidates custom resources into `aws-auth` ConfigMap.,"Topic 3: Prometheus, Exporter, Visualization","aws_eks_iam_auth_controller, rustrial.github.io, uncategorized, which, aws-eks-iam-auth-controller, operator",2,0.1.9,FALSE,aws-eks-iam-auth-controller,https://rustrial.github.io/aws-eks-iam-auth-controller,Unlicense OR MIT OR Apache-2.0,0,0.002134471718,0,0,"Kubernetes operator which consolidates custom resources into `aws-auth` ConfigMap. aws_eks_iam_auth_controller, rustrial.github.io, uncategorized, which, aws-eks-iam-auth-controller, operator",0.3730604841,0.05021754306,0.3999933026,0.04963901388,0.1270896563
scm-manager,"The easiest way to share and manage your Git, Mercurial and Subversion repositories",Secrets Management,"the, helm_v2_releases, way, easiest, scm-manager, secrets management",2,3.6.0,FALSE,scm-manager,https://packages.scm-manager.org/repository/helm-v2-releases/,Unknown,0,0.002134471718,0,0,"The easiest way to share and manage your Git, Mercurial and Subversion repositories the, helm_v2_releases, way, easiest, scm-manager, secrets management",0.4626370202,0.0589897461,0.06113263192,0.05967157774,0.3575690241
seldon-core-operator,Seldon Core CRD and controller helm chart for Kubernetes.,Monitoring,"storage.googleapis.com, core, seldon_charts, monitoring, crd, seldon",2,1.17.1,FALSE,seldon,https://storage.googleapis.com/seldon-charts,Unknown,0,0.002134471718,0,0,"Seldon Core CRD and controller helm chart for Kubernetes. storage.googleapis.com, core, seldon_charts, monitoring, crd, seldon",0.3210840152,0.05841299114,0.05638735848,0.508077135,0.05603850012
semaphore,A Helm chart for deploying semaphore with(out) database and periodical backups.,"Topic 4: Helm, Chart, Kubernetes","semaphore, helm_chart_ansible_semaphore, uncategorized",2,1.0.2,FALSE,semaphore,https://photoneo.github.io/helm-chart-ansible-semaphore/,Unknown,0,0.002134471718,0,0,"A Helm chart for deploying semaphore with(out) database and periodical backups.  semaphore, helm_chart_ansible_semaphore, uncategorized",0.0674441414,0.06704117562,0.06638894879,0.7331167424,0.06600899179
semgrep,A Helm chart for the semgrep semantic code analyzer that integrates with the secureCodeBox,Certificate Management,"charts.securecodebox.io, securecodebox, certificate management",2,4.12.0,FALSE,securecodebox,https://charts.securecodebox.io/,Unknown,0,0.002134471718,0,0,"A Helm chart for the semgrep semantic code analyzer that integrates with the secureCodeBox charts.securecodebox.io, securecodebox, certificate management",0.06435337135,0.06431449437,0.7415041528,0.06594499241,0.06388298904
sentry-kubernetes,A Helm chart for sentry-kubernetes (https://github.com/getsentry/sentry-kubernetes),Visualization,"visualization, sentry, sentry_kubernetes.github.io",2,0.4.0,FALSE,sentry,https://sentry-kubernetes.github.io/charts,Unknown,0,0.002134471718,0,0,"A Helm chart for sentry-kubernetes (https://github.com/getsentry/sentry-kubernetes) visualization, sentry, sentry_kubernetes.github.io",0.05515194076,0.05531258967,0.05629165826,0.7779946006,0.05524921073
shipwright-operator,Shipwright is a framework for building container images on Kubernetes.,Secrets Management,"operators, community_operators, community-operators, secrets management, shipwright",2,0.14.0,FALSE,community-operators,https://github.com/k8s-operatorhub/community-operators/operators,Unknown,0,0.002134471718,0,0,"Shipwright is a framework for building container images on Kubernetes. operators, community_operators, community-operators, secrets management, shipwright",0.4252921681,0.05146610937,0.0514047657,0.259472431,0.2123645259
skywalking-ui,skywalking-ui for Choerodon,"Topic 2: Ingress, Controller, GitHub","skywalking-ui, choerodon, uncategorized, for, c7n",2,0.1.4,FALSE,choerodon,https://openchart.choerodon.com.cn/choerodon/c7n,Unknown,0,0.002134471718,0,0,"skywalking-ui for Choerodon skywalking-ui, choerodon, uncategorized, for, c7n",0.08207277264,0.6707015322,0.081345158,0.08515183827,0.08072869884
sn-platform,StreamNative Platform Chart,"Topic 4: Helm, Chart, Kubernetes","charts.streamnative.io, streamnative, platform, uncategorized",2,1.11.13-rc.1,FALSE,streamnative,https://charts.streamnative.io,Unknown,0,0.002134471718,0,0,"StreamNative Platform Chart charts.streamnative.io, streamnative, platform, uncategorized",0.07346269471,0.0740319901,0.07362486589,0.7058906728,0.07298977648
soneta,Soneta products Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","products, helm_charts, soneta, uncategorized",2,0.4.3,FALSE,soneta,https://soneta.github.io/helm-charts/,MIT,0,0.002134471718,0,0,"Soneta products Helm chart for Kubernetes products, helm_charts, soneta, uncategorized",0.06327215055,0.06350878727,0.06351750806,0.7469366906,0.0627648635
sourcefield,"SourceField's Application Helm Chart, containing our UI, Backend, and all required dependencies","Topic 5: Policies, Kyverno, Modules","chartrepo, sourcefield's, uncategorized, application, sourcefield_public, source-field",2,0.1.4-dev,FALSE,source-field,https://harbor.sourcefield.io/chartrepo/sourcefield-public,Unknown,0,0.002134471718,0,0,"SourceField's Application Helm Chart, containing our UI, Backend, and all required dependencies chartrepo, sourcefield's, uncategorized, application, sourcefield_public, source-field",0.05008639725,0.05028627809,0.04993315083,0.4110065619,0.438687612
spark,A Helm chart for Spark in Kubernetes,Monitoring,"banzaicloud-stable, monitoring, kubernetes_charts.banzaicloud.com",2,0.0.20,FALSE,banzaicloud-stable,https://kubernetes-charts.banzaicloud.com,Unknown,0,0.002134471718,0,0,"A Helm chart for Spark in Kubernetes banzaicloud-stable, monitoring, kubernetes_charts.banzaicloud.com",0.7528756795,0.06150595713,0.06162836799,0.06283059329,0.06115940206
spark-thrift-server,"Spark SQL can also act as a distributed query engine using its JDBC/ODBC or command-line interface. In this mode, end-users or applications can interact with Spark SQL directly to run SQL queries, without the need to write any code. The Thrift JDBC/ODBC server implemented here corresponds to the HiveServer2 in built-in Hive.",Monitoring,"spark, can, inseefrlab, helm_charts_datascience, monitoring, sql, inseefrlab.github.io",2,3.2.0,FALSE,inseefrlab,https://inseefrlab.github.io/helm-charts-datascience,Unknown,0,0.002134471718,0,0,"Spark SQL can also act as a distributed query engine using its JDBC/ODBC or command-line interface. In this mode, end-users or applications can interact with Spark SQL directly to run SQL queries, without the need to write any code. The Thrift JDBC/ODBC server implemented here corresponds to the HiveServer2 in built-in Hive. spark, can, inseefrlab, helm_charts_datascience, monitoring, sql, inseefrlab.github.io",0.0403205053,0.6890087194,0.03972975432,0.04003303781,0.1909079832
spartan,A Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","spartan, helm_charts, uncategorized",2,0.1.5,FALSE,spartan,https://spartan-stratos.github.io/helm-charts/,Unknown,0,0.002134471718,0,0,"A Helm chart for Kubernetes spartan, helm_charts, uncategorized",0.06327215055,0.06350878727,0.06351750806,0.7469366906,0.0627648635
spring-boot,Run the simple spring-boot application,"Topic 1: Operator, Cluster, Management","kubernetes_charts.banzaicloud.com, banzaicloud-stable, run, uncategorized, the, simple",2,0.0.5,FALSE,banzaicloud-stable,https://kubernetes-charts.banzaicloud.com,Unknown,0,0.002134471718,0,0,"Run the simple spring-boot application kubernetes_charts.banzaicloud.com, banzaicloud-stable, run, uncategorized, the, simple",0.6476738316,0.05823418267,0.05817298982,0.1775002436,0.05841875234
sreworks,SRE Works,"Topic 3: Prometheus, Exporter, Visualization","sre, sreworks, works, uncategorized",2,0.1.1,FALSE,sreworks,https://sreworks.oss-cn-beijing.aliyuncs.com/helm/,Unknown,0,0.002134471718,0,0,"SRE Works sre, sreworks, works, uncategorized",0.0954515802,0.09609098125,0.615286966,0.09660674561,0.09656372697
stalwart-mail,"Helm Chart for Stalwart Mail Server - Secure & Modern All-in-One Mail Server (IMAP, JMAP, SMTP)","Topic 2: Ingress, Controller, GitHub","helm_charts, uncategorized, stalwart_mail, stalwart-mail, for",2,0.0.21,FALSE,stalwart-mail,oci://codeberg.org/wrenix/helm-charts/stalwart-mail,Unknown,0,0.002134471718,0,0,"Helm Chart for Stalwart Mail Server - Secure & Modern All-in-One Mail Server (IMAP, JMAP, SMTP) helm_charts, uncategorized, stalwart_mail, stalwart-mail, for",0.06755559098,0.7276701777,0.06733319648,0.07065338213,0.06678765266
starboard,Toolkit for finding risks in kubernetes resources,Ingress Controller,"krew-index, ingress controller, krew_index, finding, toolkit, for, kubernetes_sigs",2,0.15.8,FALSE,krew-index,https://github.com/kubernetes-sigs/krew-index,Unknown,0,0.002134471718,0,0,"Toolkit for finding risks in kubernetes resources krew-index, ingress controller, krew_index, finding, toolkit, for, kubernetes_sigs",0.06058815536,0.7718600808,0.05574671189,0.05590892784,0.05589612413
statping,Statping for Kubernetes,Visualization,"visualization, statping, for",2,0.1.14,FALSE,statping,https://statping.github.io/charts/,Unknown,0,0.002134471718,0,0,"Statping for Kubernetes visualization, statping, for",0.08592950322,0.08544550815,0.6539109752,0.09048312436,0.08423088909
status,Show status details of a given resource.,Ingress Controller,"krew-index, status, show, ingress controller, details, krew_index, kubernetes_sigs",2,0.7.13,FALSE,krew-index,https://github.com/kubernetes-sigs/krew-index,Unknown,0,0.002134471718,0,0,"Show status details of a given resource. krew-index, status, show, ingress controller, details, krew_index, kubernetes_sigs",0.05291703459,0.7036583549,0.05278491291,0.05257583311,0.1380638645
syncthing,Open Source Continuous File Synchronization,"Topic 4: Helm, Chart, Kubernetes","source, helm_charts, uncategorized, k8s-home-lab-repo, open, continuous",2,4.0.0,FALSE,k8s-home-lab-repo,https://k8s-home-lab.github.io/helm-charts/,Unknown,0,0.002134471718,0,0,"Open Source Continuous File Synchronization source, helm_charts, uncategorized, k8s-home-lab-repo, open, continuous",0.05241753241,0.05189826247,0.05177412117,0.7920369087,0.05187317526
tekton-pipeline,A Helm chart for Tekton Pipelines,"Topic 5: Policies, Kyverno, Modules","tekton_helm_chart, tekton, uncategorized",2,1.0.2,FALSE,tekton,https://cdfoundation.github.io/tekton-helm-chart/,Unknown,0,0.002134471718,0,0,"A Helm chart for Tekton Pipelines tekton_helm_chart, tekton, uncategorized",0.07285733539,0.07268751578,0.3534029018,0.07687768743,0.4241745596
teleport-kube-agent,"Teleport provides a secure SSH, Kubernetes, database and application remote access solution that doesn't get in the way.","Topic 2: Ingress, Controller, GitHub","provides, uncategorized, charts.releases.teleport.dev, teleport, teleport-agent-kube",2,17.1.6,FALSE,teleport-agent-kube,https://charts.releases.teleport.dev,Unknown,0,0.002134471718,0,0,"Teleport provides a secure SSH, Kubernetes, database and application remote access solution that doesn't get in the way. provides, uncategorized, charts.releases.teleport.dev, teleport, teleport-agent-kube",0.05475336804,0.629300195,0.2108012619,0.05354439108,0.05160078403
terrakube,A Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","uncategorized, terrakube_helm_chart, terrakube, azbuilder.github.io",2,3.24.0,FALSE,terrakube,https://AzBuilder.github.io/terrakube-helm-chart,Unknown,0,0.002134471718,0,0,"A Helm chart for Kubernetes uncategorized, terrakube_helm_chart, terrakube, azbuilder.github.io",0.05907238187,0.05947428442,0.05940217805,0.7634038598,0.05864729583
terraria,"Terraria is a 2D sandbox game with gameplay that revolves around exploration, building, combat, and mining.","Topic 4: Helm, Chart, Kubernetes","halkeye, terraria, helm_charts, uncategorized",2,0.4.2,FALSE,halkeye,https://halkeye.github.io/helm-charts/,Unknown,0,0.002134471718,0,0,"Terraria is a 2D sandbox game with gameplay that revolves around exploration, building, combat, and mining. halkeye, terraria, helm_charts, uncategorized",0.07215031983,0.07277174084,0.07233308432,0.710551474,0.07219338099
testkube,Testkube is an open-source platform that simplifies the deployment and management of automated testing infrastructure.,"Topic 2: Ingress, Controller, GitHub","an, helm_charts, testkube, uncategorized, kubeshop, kubeshop.github.io",2,2.1.123,FALSE,kubeshop,https://kubeshop.github.io/helm-charts,Unknown,0,0.002134471718,0,0,"Testkube is an open-source platform that simplifies the deployment and management of automated testing infrastructure. an, helm_charts, testkube, uncategorized, kubeshop, kubeshop.github.io",0.0485341756,0.6154505108,0.04792139191,0.2395666077,0.04852731394
thingsboard,A Helm chart for Kubernetes,"Topic 1: Operator, Cluster, Management","cetic.github.io, cetic, helm_charts, uncategorized",2,0.1.2,FALSE,cetic,https://cetic.github.io/helm-charts,Apache-2.0,0,0.002134471718,0,0,"A Helm chart for Kubernetes cetic.github.io, cetic, helm_charts, uncategorized",0.7114868051,0.07206623406,0.07181220522,0.07522988242,0.06940487323
tomcat,Apache Tomcat is an open-source web server designed to host and run Java-based web applications. It is a lightweight server with a good performance for applications running in production environments.,"Topic 4: Helm, Chart, Kubernetes","bitnami-aks, repo, tomcat, uncategorized, apache, v1",2,10.4.9,FALSE,bitnami-aks,https://marketplace.azurecr.io/helm/v1/repo,Unknown,0,0.002134471718,0,0,"Apache Tomcat is an open-source web server designed to host and run Java-based web applications. It is a lightweight server with a good performance for applications running in production environments. bitnami-aks, repo, tomcat, uncategorized, apache, v1",0.03779107283,0.03822223201,0.03771616307,0.8480867733,0.03818375878
topaz,Helm chart for the Topaz authorizer,"Topic 4: Helm, Chart, Kubernetes","for, topaz, uncategorized",2,0.2.2,FALSE,topaz,oci://ghcr.io/aserto-dev/helm/topaz,Unknown,0,0.002134471718,0,0,"Helm chart for the Topaz authorizer for, topaz, uncategorized",0.07429338066,0.07421058231,0.07437636942,0.7034416082,0.07367805937
trace,Trace Kubernetes pods and nodes with system tools,Ingress Controller,"krew-index, ingress controller, pods, krew_index, trace, kubernetes_sigs",2,0.1.2,FALSE,krew-index,https://github.com/kubernetes-sigs/krew-index,Unknown,0,0.002134471718,0,0,"Trace Kubernetes pods and nodes with system tools krew-index, ingress controller, pods, krew_index, trace, kubernetes_sigs",0.1203558648,0.5475958226,0.2298557762,0.05072181505,0.0514707214
trident-operator,"Trident Operator, to manage Astra Trident installations","Topic 1: Operator, Cluster, Management","trident, operators, to, uncategorized, community_operators, community-operators, operator",2,24.10.0,FALSE,community-operators,https://github.com/k8s-operatorhub/community-operators/operators,Unknown,0,0.002134471718,0,0,"Trident Operator, to manage Astra Trident installations trident, operators, to, uncategorized, community_operators, community-operators, operator",0.7500132455,0.06238325769,0.06268445778,0.06256590972,0.06235312931
trivy,"Scanner for vulnerabilities in container images, file systems, and Git repositories, as well as for configuration issues.","Topic 5: Policies, Kyverno, Modules","trivy, uncategorized, vulnerabilities, scanner, dockerfiles, for, jitesoft-trivy",2,latest,FALSE,jitesoft-trivy,oci://registry.gitlab.com/jitesoft/dockerfiles/trivy,Unknown,0,0.002134471718,0,0,"Scanner for vulnerabilities in container images, file systems, and Git repositories, as well as for configuration issues. trivy, uncategorized, vulnerabilities, scanner, dockerfiles, for, jitesoft-trivy",0.05090849327,0.05168002114,0.05314901454,0.05142733018,0.7928351409
trivy-operator,Keeps security report resources updated,Certificate Management,"security, operators, keeps, report, community_operators, community-operators, certificate management",2,0.22.0,FALSE,community-operators,https://github.com/k8s-operatorhub/community-operators/operators,Unknown,0,0.002134471718,0,0,"Keeps security report resources updated security, operators, keeps, report, community_operators, community-operators, certificate management",0.384508664,0.4405760084,0.05834194164,0.05750654356,0.05906684248
turtl,"The secure, collaborative notebook - Totally private personal database and note taking app.",Database,"secure, database, helm_charts, collaborative, halkeye, the",2,0.1.7,FALSE,halkeye,https://halkeye.github.io/helm-charts/,MIT,0,0.002134471718,0,0,"The secure, collaborative notebook - Totally private personal database and note taking app. secure, database, helm_charts, collaborative, halkeye, the",0.05626287352,0.05634951174,0.05500735393,0.6913931815,0.1409870793
unifi-poller,"Collect ALL UniFi Controller, Site, Device & Client Data - Export to InfluxDB or Prometheus","Topic 2: Ingress, Controller, GitHub","collect, unifi, helm_charts, uncategorized, all, halkeye",2,0.1.2,FALSE,halkeye,https://halkeye.github.io/helm-charts/,Unknown,0,0.002134471718,0,0,"Collect ALL UniFi Controller, Site, Device & Client Data - Export to InfluxDB or Prometheus collect, unifi, helm_charts, uncategorized, all, halkeye",0.0516417795,0.4584500627,0.3857893618,0.05264513063,0.05147366535
uptrace,Uptrace Helm chart for Kubernetes,Visualization,"visualization, uptrace, charts.uptrace.dev",2,1.7.7,FALSE,uptrace,https://charts.uptrace.dev,Unknown,0,0.002134471718,0,0,"Uptrace Helm chart for Kubernetes visualization, uptrace, charts.uptrace.dev",0.06175009589,0.06092345842,0.06351383551,0.7533105724,0.06050203782
vault,"A Helm chart for Vault, a tool for managing secrets","Topic 1: Operator, Cluster, Management","banzaicloud-stable, kubernetes_charts.banzaicloud.com, uncategorized",2,1.19.0,FALSE,banzaicloud-stable,https://kubernetes-charts.banzaicloud.com,Unknown,0,0.002134471718,0,0,"A Helm chart for Vault, a tool for managing secrets banzaicloud-stable, kubernetes_charts.banzaicloud.com, uncategorized",0.7857229323,0.05352238717,0.05336051037,0.05415659605,0.05323757409
velero,A Helm chart for velero,"Topic 2: Ingress, Controller, GitHub","staging, mesosphere, uncategorized",2,3.2.4,FALSE,mesosphere,https://mesosphere.github.io/charts/staging,Unknown,0,0.002134471718,0,0,"A Helm chart for velero staging, mesosphere, uncategorized",0.07855166165,0.6824182877,0.07908051173,0.08244033201,0.07750920693
verik-service,Chart to init VEriK services,"Topic 4: Helm, Chart, Kubernetes","charts.veriksystems.com, verik-charts, to, uncategorized, init",2,1.5.24,FALSE,verik-charts,https://charts.veriksystems.com/,Unknown,0,0.002134471718,0,0,"Chart to init VEriK services charts.veriksystems.com, verik-charts, to, uncategorized, init",0.06696566269,0.06669884577,0.06625203987,0.7339454811,0.06613797061
victoriametrics-operator,Provides monitoring capabilites for kubernetes clusters and applications,Visualization,"operators, capabilites, provides, community_operators, community-operators, monitoring, visualization",2,0.51.1,FALSE,community-operators,https://github.com/k8s-operatorhub/community-operators/operators,Unknown,0,0.002134471718,0,0,"Provides monitoring capabilites for kubernetes clusters and applications operators, capabilites, provides, community_operators, community-operators, monitoring, visualization",0.7823031647,0.05433439809,0.05489542479,0.05481635935,0.05365065306
view-utilization,Shows cluster cpu and memory utilization,Ingress Controller,"krew-index, ingress controller, cluster, cpu, krew_index, kubernetes_sigs, shows",2,0.3.3,FALSE,krew-index,https://github.com/kubernetes-sigs/krew-index,Unknown,0,0.002134471718,0,0,"Shows cluster cpu and memory utilization krew-index, ingress controller, cluster, cpu, krew_index, kubernetes_sigs, shows",0.05536484347,0.6251590841,0.2125944831,0.05269229639,0.05418929295
weave-scope,A Helm chart for the Weave Scope cluster visualizer.,Visualization,"visualization, dasmeta, cluster",2,1.0.2,FALSE,dasmeta,https://dasmeta.github.io/helm/,Unknown,0,0.002134471718,0,0,"A Helm chart for the Weave Scope cluster visualizer. visualization, dasmeta, cluster",0.6881031248,0.07490069156,0.08549543848,0.07763406924,0.07386667595
wordpress-hardened,Lightweight Wordpress installation with additional security fixes,"Topic 4: Helm, Chart, Kubernetes","lightweight, riotkit-org, helm_of_revolution, uncategorized, wordpress, installation",2,2.1.0-alpha4,FALSE,riotkit-org,https://riotkit-org.github.io/helm-of-revolution/,Unknown,0,0.002134471718,0,0,"Lightweight Wordpress installation with additional security fixes lightweight, riotkit-org, helm_of_revolution, uncategorized, wordpress, installation",0.2842094419,0.06194570892,0.06083677149,0.3958075682,0.1972005094
wso2am-operator,Deploying WSO2 API Manager Patterns and custom patterns in Kubernetes.,Secrets Management,"deploying, operators, community_operators, community-operators, api, secrets management, wso2",2,1.1.0,FALSE,community-operators,https://github.com/k8s-operatorhub/community-operators/operators,Unknown,0,0.002134471718,0,0,"Deploying WSO2 API Manager Patterns and custom patterns in Kubernetes. deploying, operators, community_operators, community-operators, api, secrets management, wso2",0.7889162877,0.0520643535,0.05277913618,0.05392951888,0.05231070376
xmrig,Deploy Monero miners in a Kubernetes cluster,"Topic 1: Operator, Cluster, Management","miners, helm.brannon.online, cluster, monero, uncategorized, brannon, deploy",2,0.1.1,FALSE,brannon,https://helm.brannon.online,Unknown,0,0.002134471718,0,0,"Deploy Monero miners in a Kubernetes cluster miners, helm.brannon.online, cluster, monero, uncategorized, brannon, deploy",0.7377366089,0.06502457032,0.06537907717,0.06710166231,0.06475808134
yet-another-cloudwatch-exporter,Yace - Yet Another CloudWatch Exporter,Visualization,"yet-another-cloudwatch-exporter, nerdswords.github.io, -, yet, helm_charts, yace, visualization",2,0.38.0,FALSE,yet-another-cloudwatch-exporter,https://nerdswords.github.io/helm-charts,Unknown,0,0.002134471718,0,0,"Yace - Yet Another CloudWatch Exporter yet-another-cloudwatch-exporter, nerdswords.github.io, -, yet, helm_charts, yace, visualization",0.06873805497,0.06910543381,0.7242971344,0.06925577975,0.06860359705
zabbix-agent,Zabbix monitoring server,Visualization,"server, library, chartrepo, zabbix, fermosit, monitoring, visualization",2,0.0.5,FALSE,fermosit,https://harbor.fermosit.es/chartrepo/library,Unknown,0,0.002134471718,0,0,"Zabbix monitoring server server, library, chartrepo, zabbix, fermosit, monitoring, visualization",0.06421788974,0.06400581609,0.06515062031,0.5893952917,0.2172303821
zookeeper-operator,Pravega Zookeeper-operator Helm chart for Kubernetes,"Topic 1: Operator, Cluster, Management","kubernetes_charts.banzaicloud.com, banzaicloud-stable, uncategorized, zookeeper-operator, operator, pravega",2,0.3.0,FALSE,banzaicloud-stable,https://kubernetes-charts.banzaicloud.com,Unknown,0,0.002134471718,0,0,"Pravega Zookeeper-operator Helm chart for Kubernetes kubernetes_charts.banzaicloud.com, banzaicloud-stable, uncategorized, zookeeper-operator, operator, pravega",0.7587107303,0.06010072013,0.06027567804,0.06104720541,0.05986566615
adm-agent,A Helm chart for NetScaler ADM Agent,"Topic 2: Ingress, Controller, GitHub","netscaler_helm_charts, netscaler.github.io, netscaler, uncategorized",1,141.37.40,TRUE,netscaler,https://netscaler.github.io/netscaler-helm-charts,Unknown,0,0.001067235859,0,0,"A Helm chart for NetScaler ADM Agent netscaler_helm_charts, netscaler.github.io, netscaler, uncategorized",0.07648211842,0.5865921237,0.1829986434,0.07788022147,0.07604689309
allowed-fsgroups-psp,Replacement for the Kubernetes Pod Security Policy that controls the usage of fsGroups in the pod security context,Certificate Management,"allowed-fsgroups-psp-policy, kubewarden, allowed_fsgroups_psp_policy, the, replacement, for, certificate management",1,0.1.10,TRUE,allowed-fsgroups-psp-policy,https://github.com/kubewarden/allowed-fsgroups-psp-policy,Apache-2.0,0,0.001067235859,0,0,"Replacement for the Kubernetes Pod Security Policy that controls the usage of fsGroups in the pod security context allowed-fsgroups-psp-policy, kubewarden, allowed_fsgroups_psp_policy, the, replacement, for, certificate management",0.04825072654,0.04830494872,0.04833813558,0.04844977943,0.8066564097
alucard,A Helm chart to manage deployment Kubernetes,Secrets Management,"secrets management, alucard, stable",1,1.0.9,TRUE,alucard,https://sithanos.github.io/alucard/stable,MIT,0,0.001067235859,0,0,"A Helm chart to manage deployment Kubernetes secrets management, alucard, stable",0.7780319266,0.05511663325,0.05527937361,0.0565175431,0.05505452345
am,Official Gravitee.io Helm chart for Access Management,Certificate Management,"gravitee.io, graviteeio, official, helm.gravitee.io, certificate management",1,4.5.7,TRUE,graviteeio,https://helm.gravitee.io/,Unknown,0,0.001067235859,0,0,"Official Gravitee.io Helm chart for Access Management gravitee.io, graviteeio, official, helm.gravitee.io, certificate management",0.06386239304,0.06491640409,0.06469190856,0.7420446973,0.06448459696
arroyo,Helm chart for the Arroyo stream processing engine,Database,"arroyosystems.github.io, database, helm_repo, arroyo, for",1,0.13.0,TRUE,arroyo,https://arroyosystems.github.io/helm-repo,Unknown,0,0.001067235859,0,0,"Helm chart for the Arroyo stream processing engine arroyosystems.github.io, database, helm_repo, arroyo, for",0.05723753664,0.05881811526,0.05765594459,0.7696616529,0.05662675056
