                   Cluster_ID,Team,Deployment,Chart Name,CPU Used,Memory Used (GB),Storage Used (GB),CPU Allocated,Memory Allocated (GB),Storage Allocated (GB),deployment_count
29,SRE,1,Nginx ingress,10000,13.33,286,83000,183,4087,5
29,SRE,1,Tempo,10000,15.83,520,83000,183,4087,3
29,SRE,1,Elasticsearch,7000,35.25,508,83000,183,4087,3
29,SRE,2,Opentelemetry,9000,9.2,544,83000,183,4087,5
29,SRE,2,Loki,16000,15.84,654,83000,183,4087,7
29,SRE,2,Kibana,4000,24.2,337,83000,183,4087,5
29,SRE,2,Nginx ingress,6000,30.81,560,83000,183,4087,2
29,SRE,2,Tempo,8000,27.03,292,83000,183,4087,4
29,SRE,2,Elasticsearch,4000,15.52,441,83000,183,4087,2
29,SRE,3,Opentelemetry,10000,23.34,559,83000,183,4087,6
29,SRE,3,Loki,5000,12.34,622,83000,183,4087,6
29,SRE,3,Kibana,9000,9.14,252,83000,183,4087,4
29,SRE,3,Nginx ingress,7000,25.97,372,83000,183,4087,5
29,SRE,3,Tempo,9000,18.28,527,83000,183,4087,9
29,SRE,3,Elasticsearch,10000,29.79,505,83000,183,4087,6
29,SRE,4,Opentelemetry,12000,18.68,596,83000,183,4087,8
29,SRE,4,Loki,5000,15.27,200,83000,183,4087,2
29,SRE,4,Kibana,3000,24.14,674,83000,183,4087,5
29,SRE,4,Nginx ingress,12000,12.73,396,83000,183,4087,7
29,SRE,4,Tempo,9000,28.27,461,83000,183,4087,3
29,SRE,4,Elasticsearch,12000,22.02,216,83000,183,4087,6
29,SRE,5,Opentelemetry,7000,21.79,511,83000,183,4087,6
29,SRE,5,Loki,10000,19.35,473,83000,183,4087,9
29,SRE,5,Kibana,10000,14.45,484,83000,183,4087,3
29,SRE,5,Nginx ingress,7000,33.24,353,83000,183,4087,1
29,SRE,5,Tempo,6000,11.02,599,83000,183,4087,4
29,SRE,5,Elasticsearch,7000,14,341,83000,183,4087,6
29,SRE,6,Opentelemetry,7000,31.47,286,83000,183,4087,8
29,SRE,6,Loki,12000,16.15,374,83000,183,4087,5
29,SRE,6,Kibana,5000,16.67,627,83000,183,4087,5
29,SRE,6,Nginx ingress,12000,10.55,841,83000,183,4087,2
29,SRE,6,Tempo,6000,21.93,270,83000,183,4087,9
29,SRE,6,Elasticsearch,9000,23.96,355,83000,183,4087,10
30,SRE,1,Fluentd,20000,53.72,482,326000,287,3657,10
30,SRE,1,Victoriametrics,56000,21.11,218,326000,287,3657,7
30,SRE,1,Elasticsearch,26000,64.55,456,326000,287,3657,7
30,SRE,1,Thanos,57000,40.76,556,326000,287,3657,1
30,SRE,1,Tempo,46000,18.82,505,326000,287,3657,7
30,SRE,2,Fluentd,34000,40,467,326000,287,3657,4
30,SRE,2,Victoriametrics,73000,33.49,214,326000,287,3657,1
30,SRE,2,Elasticsearch,39000,30.67,621,326000,287,3657,3
30,SRE,2,Thanos,25000,44.02,398,326000,287,3657,5
30,SRE,2,Tempo,23000,29.88,547,326000,287,3657,5
30,SRE,3,Fluentd,42000,41.76,486,326000,287,3657,5
30,SRE,3,Victoriametrics,37000,43.44,764,326000,287,3657,9
30,SRE,3,Elasticsearch,36000,25.71,261,326000,287,3657,6
30,SRE,3,Thanos,52000,46.36,599,326000,287,3657,8
30,SRE,3,Tempo,57000,19.52,406,326000,287,3657,5
30,SRE,4,Fluentd,45000,24.98,402,326000,287,3657,4
30,SRE,4,Victoriametrics,21000,37.68,586,326000,287,3657,9
30,SRE,4,Elasticsearch,40000,48.78,241,326000,287,3657,10
30,SRE,4,Thanos,62000,45,507,326000,287,3657,1
30,SRE,4,Tempo,42000,34.94,526,326000,287,3657,1
30,SRE,5,Fluentd,51000,47.35,465,326000,287,3657,4
30,SRE,5,Victoriametrics,46000,25.04,530,326000,287,3657,1
30,SRE,5,Elasticsearch,43000,35.79,346,326000,287,3657,9
30,SRE,5,Thanos,46000,40.79,687,326000,287,3657,5
30,SRE,5,Tempo,39000,45.81,291,326000,287,3657,2
30,SRE,6,Fluentd,23000,19.97,622,326000,287,3657,4
30,SRE,6,Victoriametrics,73000,59.13,275,326000,287,3657,8
30,SRE,6,Elasticsearch,42000,42.84,390,326000,287,3657,1
30,SRE,6,Thanos,62000,37.12,763,326000,287,3657,5
30,SRE,6,Tempo,22000,22.66,385,326000,287,3657,5
31,Devops,1,Harbor,11000,62.18,242,108000,314,2145,9
31,Devops,1,Tekton,16000,19.82,539,108000,314,2145,8
31,Devops,1,Kubernetes dashboard,13000,22.96,152,108000,314,2145,2
31,Devops,1,Kong,13000,60.72,210,108000,314,2145,3
31,Devops,1,Argocd,17000,35.04,172,108000,314,2145,1
31,Devops,2,Harbor,10000,47.84,320,108000,314,2145,6
31,Devops,2,Tekton,8000,38.05,160,108000,314,2145,9
31,Devops,2,Kubernetes dashboard,19000,19.47,385,108000,314,2145,2
31,Devops,2,Kong,17000,48.26,232,108000,314,2145,1
31,Devops,2,Argocd,11000,48.2,311,108000,314,2145,10
31,Devops,3,Harbor,13000,41.97,396,108000,314,2145,5
31,Devops,3,Tekton,15000,31.45,305,108000,314,2145,3
31,Devops,3,Kubernetes dashboard,6000,39.69,333,108000,314,2145,9
31,Devops,3,Kong,11000,48.89,228,108000,314,2145,5
31,Devops,3,Argocd,18000,46.36,179,108000,314,2145,4
31,Devops,4,Harbor,6000,53.68,278,108000,314,2145,8
31,Devops,4,Tekton,19000,31.01,225,108000,314,2145,9
31,Devops,4,Kubernetes dashboard,18000,35.3,317,108000,314,2145,7
31,Devops,4,Kong,13000,47.89,324,108000,314,2145,2
31,Devops,4,Argocd,16000,50.09,225,108000,314,2145,4
31,Devops,5,Harbor,6000,36.94,286,108000,314,2145,4
31,Devops,5,Tekton,9000,33.11,366,108000,314,2145,5
31,Devops,5,Kubernetes dashboard,12000,24.66,267,108000,314,2145,2
31,Devops,5,Kong,20000,59.09,133,108000,314,2145,4
31,Devops,5,Argocd,20000,38.14,363,108000,314,2145,5
31,Devops,6,Harbor,19000,36.77,329,108000,314,2145,1
31,Devops,6,Tekton,9000,33.2,172,108000,314,2145,10
31,Devops,6,Kubernetes dashboard,11000,25.72,388,108000,314,2145,1
31,Devops,6,Kong,12000,24.87,326,108000,314,2145,4
31,Devops,6,Argocd,11000,70.02,241,108000,314,2145,2
32,Devops,1,Jenkins,10000,5.74,230,337000,136,4990,2
32,Devops,1,Gitlab runner,26000,11.26,443,337000,136,4990,6
32,Devops,1,Spinnaker,21000,12.54,554,337000,136,4990,5
32,Devops,1,Fluxcd,29000,9.82,409,337000,136,4990,3
32,Devops,1,Kubernetes dashboard,13000,8.34,288,337000,136,4990,5
32,Devops,1,Drone,27000,13.18,485,337000,136,4990,10
32,Devops,1,Argocd,20000,5.6,195,337000,136,4990,2
32,Devops,1,Kong,26000,15.83,325,337000,136,4990,4
32,Devops,1,Ambassador,26000,10.61,296,337000,136,4990,10
32,Devops,2,Jenkins,34000,12.27,291,337000,136,4990,4
32,Devops,2,Gitlab runner,37000,6.71,394,337000,136,4990,6
32,Devops,2,Spinnaker,27000,12.13,279,337000,136,4990,2
32,Devops,2,Fluxcd,25000,11.53,416,337000,136,4990,1
32,Devops,2,Kubernetes dashboard,9000,11.58,522,337000,136,4990,4
32,Devops,2,Drone,28000,9.13,426,337000,136,4990,2
32,Devops,2,Argocd,19000,12.14,295,337000,136,4990,2
32,Devops,2,Kong,15000,10.5,395,337000,136,4990,8
32,Devops,2,Ambassador,15000,4.05,387,337000,136,4990,9
32,Devops,3,Jenkins,16000,3.76,556,337000,136,4990,1
32,Devops,3,Gitlab runner,17000,14.66,198,337000,136,4990,4
32,Devops,3,Spinnaker,19000,6.47,388,337000,136,4990,1
32,Devops,3,Fluxcd,46000,6.47,278,337000,136,4990,8
32,Devops,3,Kubernetes dashboard,24000,13.35,470,337000,136,4990,5
32,Devops,3,Drone,31000,14.52,406,337000,136,4990,7
32,Devops,3,Argocd,17000,9.15,202,337000,136,4990,5
32,Devops,3,Kong,20000,12.65,564,337000,136,4990,6
32,Devops,3,Ambassador,21000,13.87,412,337000,136,4990,10
32,Devops,4,Jenkins,15000,12.24,541,337000,136,4990,4
32,Devops,4,Gitlab runner,20000,12.72,277,337000,136,4990,1
32,Devops,4,Spinnaker,31000,4.53,486,337000,136,4990,1
32,Devops,4,Fluxcd,37000,10.8,336,337000,136,4990,10
32,Devops,4,Kubernetes dashboard,17000,12.86,286,337000,136,4990,6
32,Devops,4,Drone,12000,5.99,184,337000,136,4990,2
32,Devops,4,Argocd,20000,7.52,243,337000,136,4990,7
32,Devops,4,Kong,15000,11.09,458,337000,136,4990,9
32,Devops,4,Ambassador,45000,11.21,429,337000,136,4990,3
32,Devops,5,Jenkins,29000,11.77,254,337000,136,4990,7
32,Devops,5,Gitlab runner,14000,6,323,337000,136,4990,2
32,Devops,5,Spinnaker,27000,11.25,185,337000,136,4990,8
32,Devops,5,Fluxcd,26000,12.39,286,337000,136,4990,4
32,Devops,5,Kubernetes dashboard,24000,7.02,480,337000,136,4990,5
32,Devops,5,Drone,20000,14.06,281,337000,136,4990,6
32,Devops,5,Argocd,27000,4.49,521,337000,136,4990,4
32,Devops,5,Kong,22000,7.91,452,337000,136,4990,8
32,Devops,5,Ambassador,18000,11.59,388,337000,136,4990,3
32,Devops,6,Jenkins,23000,12.94,415,337000,136,4990,2
32,Devops,6,Gitlab runner,31000,14.09,307,337000,136,4990,3
32,Devops,6,Spinnaker,12000,7.5,489,337000,136,4990,2
32,Devops,6,Fluxcd,32000,6.05,534,337000,136,4990,1
32,Devops,6,Kubernetes dashboard,17000,6.08,484,337000,136,4990,7
32,Devops,6,Drone,28000,6.49,199,337000,136,4990,6
32,Devops,6,Argocd,9000,5.37,365,337000,136,4990,7
32,Devops,6,Kong,28000,12.1,331,337000,136,4990,7
32,Devops,6,Ambassador,21000,12.59,320,337000,136,4990,6
33,Security,1,Falco,12000,16.52,243,138000,210,2658,2
33,Security,1,Anchore,9000,9.5,234,138000,210,2658,7
33,Security,1,Opa gatekeeper,13000,29.83,296,138000,210,2658,3
33,Security,1,Traefik,7000,21.5,120,138000,210,2658,6
33,Security,1,Cert-manager,16000,8.31,365,138000,210,2658,10
33,Security,1,Kyverno,15000,21.14,268,138000,210,2658,8
33,Security,1,Istio,12000,26.34,114,138000,210,2658,2
33,Security,2,Falco,15000,28.7,345,138000,210,2658,2
33,Security,2,Anchore,18000,27.86,128,138000,210,2658,7
33,Security,2,Opa gatekeeper,8000,20.54,246,138000,210,2658,9
33,Security,2,Traefik,17000,16.99,325,138000,210,2658,9
33,Security,2,Cert-manager,13000,16.27,365,138000,210,2658,3
33,Security,2,Kyverno,10000,15.05,132,138000,210,2658,4
33,Security,2,Istio,11000,20.87,208,138000,210,2658,4
33,Security,3,Falco,16000,22.02,250,138000,210,2658,3
33,Security,3,Anchore,5000,16.08,113,138000,210,2658,3
33,Security,3,Opa gatekeeper,9000,21.4,134,138000,210,2658,8
33,Security,3,Traefik,11000,16.53,153,138000,210,2658,9
33,Security,3,Cert-manager,6000,20.78,352,138000,210,2658,9
33,Security,3,Kyverno,17000,13.78,359,138000,210,2658,9
33,Security,3,Istio,16000,17.36,359,138000,210,2658,8
33,Security,4,Falco,9000,9.18,287,138000,210,2658,6
33,Security,4,Anchore,16000,27.86,295,138000,210,2658,8
33,Security,4,Opa gatekeeper,19000,15.34,204,138000,210,2658,4
33,Security,4,Traefik,13000,23.44,138,138000,210,2658,1
33,Security,4,Cert-manager,7000,22.78,170,138000,210,2658,4
33,Security,4,Kyverno,11000,24.4,230,138000,210,2658,8
33,Security,4,Istio,6000,16.47,322,138000,210,2658,9
33,Security,5,Falco,10000,26.47,205,138000,210,2658,9
33,Security,5,Anchore,15000,10.78,286,138000,210,2658,4
33,Security,5,Opa gatekeeper,15000,19.85,293,138000,210,2658,6
33,Security,5,Traefik,14000,13.75,299,138000,210,2658,4
33,Security,5,Cert-manager,13000,24.62,219,138000,210,2658,5
33,Security,5,Kyverno,13000,19.54,251,138000,210,2658,2
33,Security,5,Istio,8000,27.45,175,138000,210,2658,3
33,Security,6,Falco,8000,17.85,279,138000,210,2658,4
33,Security,6,Anchore,11000,30.04,143,138000,210,2658,2
33,Security,6,Opa gatekeeper,15000,15.13,129,138000,210,2658,10
33,Security,6,Traefik,13000,27.53,385,138000,210,2658,7
33,Security,6,Cert-manager,10000,19.8,375,138000,210,2658,8
33,Security,6,Kyverno,13000,10.62,334,138000,210,2658,5
33,Security,6,Istio,12000,19.94,141,138000,210,2658,8
34,Security,1,Trivy,26000,27.31,400,170000,384,4228,4
34,Security,1,Kyverno,16000,12.99,297,170000,384,4228,8
34,Security,1,Opa gatekeeper,28000,38.74,286,170000,384,4228,5
34,Security,1,Vault,16000,38.13,447,170000,384,4228,3
34,Security,1,Falco,10000,34.64,341,170000,384,4228,2
34,Security,1,Cert-manager,7000,44.67,438,170000,384,4228,2
34,Security,1,Istio-authorization,9000,40.02,447,170000,384,4228,7
34,Security,2,Trivy,8000,35.34,475,170000,384,4228,8
34,Security,2,Kyverno,7000,32.51,183,170000,384,4228,5
34,Security,2,Opa gatekeeper,25000,60.51,317,170000,384,4228,8
34,Security,2,Vault,12000,20.56,433,170000,384,4228,10
34,Security,2,Falco,9000,49.81,236,170000,384,4228,5
34,Security,2,Cert-manager,20000,19.85,490,170000,384,4228,3
34,Security,2,Istio-authorization,18000,24.59,485,170000,384,4228,10
34,Security,3,Trivy,25000,60.42,385,170000,384,4228,4
34,Security,3,Kyverno,7000,26.19,230,170000,384,4228,8
34,Security,3,Opa gatekeeper,22000,17.38,256,170000,384,4228,1
34,Security,3,Vault,9000,34.91,673,170000,384,4228,2
34,Security,3,Falco,19000,57.95,348,170000,384,4228,9
34,Security,3,Cert-manager,7000,32.75,320,170000,384,4228,6
34,Security,3,Istio-authorization,21000,22.49,676,170000,384,4228,4
34,Security,4,Trivy,23000,33.12,239,170000,384,4228,7
34,Security,4,Kyverno,9000,53.78,281,170000,384,4228,4
34,Security,4,Opa gatekeeper,16000,22.6,420,170000,384,4228,1
34,Security,4,Vault,16000,19.04,483,170000,384,4228,10
34,Security,4,Falco,26000,40.55,434,170000,384,4228,7
34,Security,4,Cert-manager,13000,36.43,300,170000,384,4228,5
34,Security,4,Istio-authorization,7000,60.82,379,170000,384,4228,10
34,Security,5,Trivy,13000,24.96,296,170000,384,4228,6
34,Security,5,Kyverno,10000,42.63,580,170000,384,4228,5
34,Security,5,Opa gatekeeper,8000,63.37,476,170000,384,4228,8
34,Security,5,Vault,20000,40.08,242,170000,384,4228,10
34,Security,5,Falco,28000,45.35,261,170000,384,4228,9
34,Security,5,Cert-manager,18000,21.87,661,170000,384,4228,10
34,Security,5,Istio-authorization,13000,22.32,303,170000,384,4228,9
34,Security,6,Trivy,27000,55.51,231,170000,384,4228,3
34,Security,6,Kyverno,7000,23.33,463,170000,384,4228,4
34,Security,6,Opa gatekeeper,12000,38.12,316,170000,384,4228,1
34,Security,6,Vault,13000,15.2,218,170000,384,4228,7
34,Security,6,Falco,24000,37.28,475,170000,384,4228,9
34,Security,6,Cert-manager,20000,30.46,438,170000,384,4228,3
34,Security,6,Istio-authorization,10000,37.05,445,170000,384,4228,8
35,ML,1,Ray,13000,25.16,227,298000,594,4939,1
35,ML,1,Spark,18000,59.55,370,298000,594,4939,7
35,ML,1,Kubeflow,18000,64.97,484,298000,594,4939,10
35,ML,1,Dask,30000,31.18,572,298000,594,4939,3
35,ML,1,Mlflow,27000,52.73,404,298000,594,4939,3
35,ML,1,Feast,27000,33.26,273,298000,594,4939,7
35,ML,1,Jupyterhub,29000,68.57,408,298000,594,4939,4
35,ML,1,Mlrun,14000,38.18,477,298000,594,4939,4
35,ML,2,Ray,22000,45.74,303,298000,594,4939,5
35,ML,2,Spark,23000,63.63,204,298000,594,4939,1
35,ML,2,Kubeflow,15000,30.3,485,298000,594,4939,1
35,ML,2,Dask,38000,55.32,454,298000,594,4939,1
35,ML,2,Mlflow,30000,45.09,344,298000,594,4939,7
35,ML,2,Feast,23000,48.19,516,298000,594,4939,8
35,ML,2,Jupyterhub,19000,45.67,593,298000,594,4939,8
35,ML,2,Mlrun,23000,33.62,231,298000,594,4939,6
35,ML,3,Ray,12000,67.32,380,298000,594,4939,9
35,ML,3,Spark,28000,67.24,308,298000,594,4939,5
35,ML,3,Kubeflow,22000,64.12,341,298000,594,4939,6
35,ML,3,Dask,30000,51.11,386,298000,594,4939,9
35,ML,3,Mlflow,14000,61.43,440,298000,594,4939,8
35,ML,3,Feast,25000,26.68,696,298000,594,4939,1
35,ML,3,Jupyterhub,18000,18.38,262,298000,594,4939,10
35,ML,3,Mlrun,28000,35.71,325,298000,594,4939,8
35,ML,4,Ray,24000,44.89,448,298000,594,4939,4
35,ML,4,Spark,23000,31.12,382,298000,594,4939,8
35,ML,4,Kubeflow,28000,31.74,406,298000,594,4939,10
35,ML,4,Dask,33000,73.41,363,298000,594,4939,5
35,ML,4,Mlflow,12000,71.04,325,298000,594,4939,2
35,ML,4,Feast,38000,64.41,471,298000,594,4939,7
35,ML,4,Jupyterhub,24000,36.48,317,298000,594,4939,3
35,ML,4,Mlrun,18000,58.82,295,298000,594,4939,6
35,ML,5,Ray,28000,51.18,549,298000,594,4939,2
35,ML,5,Spark,17000,58.66,340,298000,594,4939,2
35,ML,5,Kubeflow,29000,33.92,411,298000,594,4939,9
35,ML,5,Dask,31000,41.31,241,298000,594,4939,10
35,ML,5,Mlflow,20000,69.82,416,298000,594,4939,3
35,ML,5,Feast,15000,38.04,408,298000,594,4939,4
35,ML,5,Jupyterhub,26000,54.53,260,298000,594,4939,10
35,ML,5,Mlrun,10000,28.17,509,298000,594,4939,10
35,ML,6,Ray,36000,57.79,515,298000,594,4939,1
35,ML,6,Spark,38000,38.51,199,298000,594,4939,2
35,ML,6,Kubeflow,23000,42.15,432,298000,594,4939,3
35,ML,6,Dask,15000,34.48,202,298000,594,4939,2
35,ML,6,Mlflow,16000,63.71,551,298000,594,4939,9
35,ML,6,Feast,13000,63.52,285,298000,594,4939,10
35,ML,6,Jupyterhub,19000,48.15,544,298000,594,4939,3
35,ML,6,Mlrun,36000,34.22,407,298000,594,4939,9
36,ML,1,Ray,12000,59.52,565,209000,803,7851,3
36,ML,1,Kubeflow,18000,106.38,517,209000,803,7851,10
36,ML,1,Prefect,20000,67.7,551,209000,803,7851,7
36,ML,1,Jupyterhub,11000,42.19,1050,209000,803,7851,1
36,ML,1,Feast,15000,60.33,520,209000,803,7851,2
36,ML,1,Mlflow,17000,58.96,439,209000,803,7851,8
36,ML,1,Spark,18000,124.25,1020,209000,803,7851,6
36,ML,1,Dask,13000,32.48,381,209000,803,7851,8
36,ML,2,Ray,8000,76.25,600,209000,803,7851,8
36,ML,2,Kubeflow,26000,35.08,499,209000,803,7851,5
36,ML,2,Prefect,9000,82.04,1037,209000,803,7851,7
36,ML,2,Jupyterhub,14000,31.4,625,209000,803,7851,7
36,ML,2,Feast,17000,55.3,741,209000,803,7851,2
36,ML,2,Mlflow,19000,97.51,672,209000,803,7851,9
36,ML,2,Spark,17000,90.19,363,209000,803,7851,1
36,ML,2,Dask,13000,42.75,891,209000,803,7851,6
36,ML,3,Ray,21000,113,335,209000,803,7851,8
36,ML,3,Kubeflow,20000,34.3,644,209000,803,7851,7
36,ML,3,Prefect,16000,45.7,574,209000,803,7851,2
36,ML,3,Jupyterhub,16000,75.09,467,209000,803,7851,1
36,ML,3,Feast,6000,101.36,822,209000,803,7851,2
36,ML,3,Mlflow,17000,45.11,792,209000,803,7851,2
36,ML,3,Spark,15000,83.01,496,209000,803,7851,10
36,ML,3,Dask,17000,57.3,673,209000,803,7851,3
36,ML,4,Ray,22000,28.81,360,209000,803,7851,1
36,ML,4,Kubeflow,21000,42.48,1035,209000,803,7851,1
36,ML,4,Prefect,7000,62.83,472,209000,803,7851,6
36,ML,4,Jupyterhub,19000,85.59,686,209000,803,7851,7
36,ML,4,Feast,14000,89.73,762,209000,803,7851,2
36,ML,4,Mlflow,24000,97.12,712,209000,803,7851,7
36,ML,4,Spark,21000,35.21,394,209000,803,7851,10
36,ML,4,Dask,7000,97.55,935,209000,803,7851,3
36,ML,5,Ray,18000,97.51,905,209000,803,7851,7
36,ML,5,Kubeflow,19000,28.15,504,209000,803,7851,9
36,ML,5,Prefect,19000,42.05,721,209000,803,7851,2
36,ML,5,Jupyterhub,7000,71.71,697,209000,803,7851,10
36,ML,5,Feast,9000,85.29,552,209000,803,7851,7
36,ML,5,Mlflow,17000,41.25,714,209000,803,7851,2
36,ML,5,Spark,11000,45.02,632,209000,803,7851,4
36,ML,5,Dask,20000,98.82,662,209000,803,7851,9
36,ML,6,Ray,17000,72.96,777,209000,803,7851,3
36,ML,6,Kubeflow,19000,95.68,752,209000,803,7851,4
36,ML,6,Prefect,20000,39.65,372,209000,803,7851,8
36,ML,6,Jupyterhub,18000,78.42,788,209000,803,7851,5
36,ML,6,Feast,9000,84.86,729,209000,803,7851,8
36,ML,6,Mlflow,7000,84.91,419,209000,803,7851,6
36,ML,6,Spark,13000,46.31,845,209000,803,7851,4
36,ML,6,Dask,19000,31.26,282,209000,803,7851,10
37,DE,1,Kafka,12000,25.34,229,97000,180,1588,7
37,DE,1,Openebs,7000,7.45,221,97000,180,1588,8
37,DE,1,Cassandra,7000,20.66,75,97000,180,1588,6
37,DE,1,Minio,12000,13.36,132,97000,180,1588,8
37,DE,1,Timescaledb,8000,15.66,101,97000,180,1588,6
37,DE,1,Mongodb,12000,19.04,166,97000,180,1588,1
37,DE,1,Yugabyte,3000,12.05,113,97000,180,1588,1
37,DE,2,Kafka,8000,9.85,126,97000,180,1588,1
37,DE,2,Openebs,8000,15.94,128,97000,180,1588,9
37,DE,2,Cassandra,9000,25.28,170,97000,180,1588,2
37,DE,2,Minio,9000,14.35,206,97000,180,1588,3
37,DE,2,Timescaledb,10000,23.06,171,97000,180,1588,9
37,DE,2,Mongodb,8000,12.97,86,97000,180,1588,5
37,DE,2,Yugabyte,6000,20.92,134,97000,180,1588,9
37,DE,3,Kafka,7000,7.49,183,97000,180,1588,8
37,DE,3,Openebs,8000,21.4,145,97000,180,1588,3
37,DE,3,Cassandra,8000,9.58,73,97000,180,1588,8
37,DE,3,Minio,9000,22.12,170,97000,180,1588,3
37,DE,3,Timescaledb,7000,16.34,117,97000,180,1588,8
37,DE,3,Mongodb,12000,19.59,136,97000,180,1588,4
37,DE,3,Yugabyte,11000,19.42,220,97000,180,1588,6
37,DE,4,Kafka,5000,12.15,188,97000,180,1588,9
37,DE,4,Openebs,11000,9.27,165,97000,180,1588,2
37,DE,4,Cassandra,7000,15.31,116,97000,180,1588,10
37,DE,4,Minio,7000,22.57,155,97000,180,1588,2
37,DE,4,Timescaledb,5000,18.12,171,97000,180,1588,1
37,DE,4,Mongodb,10000,16.6,134,97000,180,1588,9
37,DE,4,Yugabyte,10000,25.33,77,97000,180,1588,1
37,DE,5,Kafka,11000,10.77,193,97000,180,1588,8
37,DE,5,Openebs,10000,12,85,97000,180,1588,3
37,DE,5,Cassandra,7000,8.92,139,97000,180,1588,3
37,DE,5,Minio,11000,16.04,120,97000,180,1588,2
37,DE,5,Timescaledb,7000,26.91,178,97000,180,1588,10
37,DE,5,Mongodb,7000,14.7,114,97000,180,1588,6
37,DE,5,Yugabyte,4000,25.2,206,97000,180,1588,7
37,DE,6,Kafka,8000,11.18,136,97000,180,1588,7
37,DE,6,Openebs,7000,21.63,84,97000,180,1588,2
37,DE,6,Cassandra,9000,8.89,154,97000,180,1588,3
37,DE,6,Minio,11000,19.09,120,97000,180,1588,2
37,DE,6,Timescaledb,6000,14.31,201,97000,180,1588,2
37,DE,6,Mongodb,10000,21,95,97000,180,1588,10
37,DE,6,Yugabyte,5000,18.02,184,97000,180,1588,5
38,DE,1,Cassandra,35000,8.46,198,219000,150,2372,8
38,DE,1,Mysql,23000,9,262,219000,150,2372,5
38,DE,1,Postgresql,15000,12.43,384,219000,150,2372,6
38,DE,1,Openebs,22000,14.75,189,219000,150,2372,10
38,DE,1,Minio,24000,22.08,162,219000,150,2372,7
38,DE,1,Restic,24000,25.7,233,219000,150,2372,8
38,DE,2,Cassandra,37000,16.37,154,219000,150,2372,8
38,DE,2,Mysql,20000,24.76,325,219000,150,2372,6
38,DE,2,Postgresql,22000,18.31,141,219000,150,2372,5
38,DE,2,Openebs,33000,11.48,222,219000,150,2372,8
38,DE,2,Minio,11000,22.07,238,219000,150,2372,5
38,DE,2,Restic,11000,11.9,406,219000,150,2372,9
38,DE,3,Cassandra,16000,8.99,292,219000,150,2372,8
38,DE,3,Mysql,16000,23.3,265,219000,150,2372,7
38,DE,3,Postgresql,42000,25.18,232,219000,150,2372,5
38,DE,3,Openebs,14000,18.07,297,219000,150,2372,4
38,DE,3,Minio,20000,7.1,238,219000,150,2372,6
38,DE,3,Restic,32000,18.05,305,219000,150,2372,7
38,DE,4,Cassandra,31000,17.78,264,219000,150,2372,10
38,DE,4,Mysql,20000,22.33,185,219000,150,2372,10
38,DE,4,Postgresql,22000,15.78,151,219000,150,2372,1
38,DE,4,Openebs,23000,15.53,394,219000,150,2372,6
38,DE,4,Minio,35000,11.56,120,219000,150,2372,10
38,DE,4,Restic,14000,9.18,394,219000,150,2372,4
38,DE,5,Cassandra,15000,24.64,357,219000,150,2372,9
38,DE,5,Mysql,37000,13.84,328,219000,150,2372,2
38,DE,5,Postgresql,34000,10.99,137,219000,150,2372,5
38,DE,5,Openebs,17000,11.94,164,219000,150,2372,5
38,DE,5,Minio,25000,22.94,369,219000,150,2372,3
38,DE,5,Restic,13000,19.29,183,219000,150,2372,9
38,DE,6,Cassandra,13000,17.92,154,219000,150,2372,9
38,DE,6,Mysql,26000,11.77,323,219000,150,2372,1
38,DE,6,Postgresql,29000,20.19,309,219000,150,2372,8
38,DE,6,Openebs,10000,23.96,224,219000,150,2372,4
38,DE,6,Minio,23000,8.14,114,219000,150,2372,8
38,DE,6,Restic,32000,15.79,405,219000,150,2372,5
39,BI,1,Trino,5000,46.04,527,65000,293,3634,10
39,BI,1,Superset,4000,15.75,196,65000,293,3634,4
39,BI,1,Metabase,3000,21.41,381,65000,293,3634,9
39,BI,1,Airflow,8000,34.47,234,65000,293,3634,10
39,BI,1,Tableau server,4000,16.73,341,65000,293,3634,2
39,BI,1,Dremio,7000,16.2,343,65000,293,3634,2
39,BI,1,Prometheus,7000,32.47,420,65000,293,3634,1
39,BI,2,Trino,7000,24.43,279,65000,293,3634,5
39,BI,2,Superset,2000,36.71,440,65000,293,3634,9
39,BI,2,Metabase,5000,21.44,538,65000,293,3634,10
39,BI,2,Airflow,7000,34.59,429,65000,293,3634,6
39,BI,2,Tableau server,3000,20.94,327,65000,293,3634,2
39,BI,2,Dremio,7000,25.53,171,65000,293,3634,2
39,BI,2,Prometheus,4000,36.1,256,65000,293,3634,10
39,BI,3,Trino,7000,32.99,487,65000,293,3634,4
39,BI,3,Superset,7000,31.83,427,65000,293,3634,2
39,BI,3,Metabase,5000,18.13,420,65000,293,3634,2
39,BI,3,Airflow,5000,29.33,196,65000,293,3634,7
39,BI,3,Tableau server,7000,30.94,404,65000,293,3634,6
39,BI,3,Dremio,3000,27.83,194,65000,293,3634,7
39,BI,3,Prometheus,5000,11.37,329,65000,293,3634,8
39,BI,4,Trino,6000,24.72,390,65000,293,3634,2
39,BI,4,Superset,2000,32.62,327,65000,293,3634,8
39,BI,4,Metabase,7000,34.01,462,65000,293,3634,7
39,BI,4,Airflow,4000,15.67,266,65000,293,3634,4
39,BI,4,Tableau server,6000,31.69,450,65000,293,3634,6
39,BI,4,Dremio,5000,30.76,166,65000,293,3634,10
39,BI,4,Prometheus,8000,33.36,138,65000,293,3634,7
